activity_vector,freezing_vector,animal_name,condition
0.4994565392942895,1,astro3,cxta
0.49512556948540937,1,astro3,cxta
0.5194044289817333,1,astro3,cxta
0.5494504123334973,0,astro3,cxta
0.527303695173185,0,astro3,cxta
0.5397595370906231,0,astro3,cxta
0.5471125547289415,0,astro3,cxta
0.5415049869014009,0,astro3,cxta
0.534407731605775,0,astro3,cxta
0.516566691435842,1,astro3,cxta
0.5420274173000942,1,astro3,cxta
0.5644866514588469,1,astro3,cxta
0.5378653998993745,1,astro3,cxta
0.5498828323799893,1,astro3,cxta
0.5282656188075753,1,astro3,cxta
0.5090116140262797,1,astro3,cxta
0.5115893273432027,1,astro3,cxta
0.5503438721079403,1,astro3,cxta
0.5525483613556055,1,astro3,cxta
0.5388974233478666,1,astro3,cxta
0.5266379715830243,1,astro3,cxta
0.5330458136356976,1,astro3,cxta
0.5063709634653997,1,astro3,cxta
0.48894811395786303,1,astro3,cxta
0.4863246713419211,1,astro3,cxta
0.500230574528342,1,astro3,cxta
0.49863928435691796,1,astro3,cxta
0.48671130182386335,1,astro3,cxta
0.5102775548896804,1,astro3,cxta
0.51726547071086,1,astro3,cxta
0.5073763437712238,1,astro3,cxta
0.474548653998923,1,astro3,cxta
0.4829299363799117,1,astro3,cxta
0.4565458081483272,1,astro3,cxta
0.48293292997884135,1,astro3,cxta
0.5165606096837259,1,astro3,cxta
0.5072620351936842,1,astro3,cxta
0.4779506113888999,1,astro3,cxta
0.5296251838221704,1,astro3,cxta
0.5233899751864199,1,astro3,cxta
0.4697752671534768,1,astro3,cxta
0.46731237338095105,1,astro3,cxta
0.48146492935252805,1,astro3,cxta
0.4864463894088563,0,astro3,cxta
0.49534683987578376,0,astro3,cxta
0.47843008787086067,0,astro3,cxta
0.48602910835957785,0,astro3,cxta
0.4999194684556923,0,astro3,cxta
0.5030457390517705,0,astro3,cxta
0.521500629677975,0,astro3,cxta
0.512867326459421,0,astro3,cxta
0.5178195472274448,0,astro3,cxta
0.485314735071153,0,astro3,cxta
0.5111240727549095,1,astro3,cxta
0.48103248601184806,1,astro3,cxta
0.4921745457974439,1,astro3,cxta
0.48708463533094565,1,astro3,cxta
0.44611606599241843,1,astro3,cxta
0.47915683415400456,1,astro3,cxta
0.4782946529236933,1,astro3,cxta
0.45451670490885404,1,astro3,cxta
0.4652119901132232,1,astro3,cxta
0.4597294002322444,1,astro3,cxta
0.474540824973593,1,astro3,cxta
0.45172009416313064,1,astro3,cxta
0.4650755573172552,1,astro3,cxta
0.4752105922569207,1,astro3,cxta
0.44623199177988077,1,astro3,cxta
0.4658104285629391,1,astro3,cxta
0.45473281179236485,1,astro3,cxta
0.44498826888254456,1,astro3,cxta
0.4390377975338239,1,astro3,cxta
0.43072513743658436,1,astro3,cxta
0.4744770769974627,1,astro3,cxta
0.4830195268414684,1,astro3,cxta
0.4824972075097929,1,astro3,cxta
0.4730239223296143,1,astro3,cxta
0.47023606729397754,1,astro3,cxta
0.500161646564815,1,astro3,cxta
0.485350000776126,1,astro3,cxta
0.483613640788162,1,astro3,cxta
0.4968017298169468,1,astro3,cxta
0.4572375458323798,1,astro3,cxta
0.4704025325868786,1,astro3,cxta
0.4584909725242647,1,astro3,cxta
0.4611059855325808,1,astro3,cxta
0.4519692570867613,1,astro3,cxta
0.4584128191895564,1,astro3,cxta
0.4590936326077631,1,astro3,cxta
0.451617408993757,1,astro3,cxta
0.42773398782013367,1,astro3,cxta
0.448675263406426,1,astro3,cxta
0.49163690849599734,1,astro3,cxta
0.4775498982630062,1,astro3,cxta
0.4838115510197506,1,astro3,cxta
0.48460490617292457,1,astro3,cxta
0.44497002740258584,1,astro3,cxta
0.4378071300292744,0,astro3,cxta
0.4667434128082528,0,astro3,cxta
0.48670939927280954,0,astro3,cxta
0.4751457248788498,0,astro3,cxta
0.47566088486159613,0,astro3,cxta
0.4767276290918899,0,astro3,cxta
0.4541686264648519,0,astro3,cxta
0.4699173026681498,0,astro3,cxta
0.44186465478793896,0,astro3,cxta
0.4489987409949641,0,astro3,cxta
0.4388048322671275,0,astro3,cxta
0.46107951141343334,0,astro3,cxta
0.49140614327435117,0,astro3,cxta
0.49019369164468823,0,astro3,cxta
0.4230605852779716,0,astro3,cxta
0.44003094085272504,0,astro3,cxta
0.4541206282486972,0,astro3,cxta
0.46538349987071376,0,astro3,cxta
0.44220852085452006,0,astro3,cxta
0.450396754864952,0,astro3,cxta
0.4375982537854703,0,astro3,cxta
0.46589504532175435,0,astro3,cxta
0.5133347158084339,0,astro3,cxta
0.5005882696177877,0,astro3,cxta
0.49331649441537606,0,astro3,cxta
0.483110374972203,0,astro3,cxta
0.4949906125544608,0,astro3,cxta
0.5006496773912302,0,astro3,cxta
0.4864193218293567,0,astro3,cxta
0.5169555227196201,0,astro3,cxta
0.50199747981996,0,astro3,cxta
0.46840962216120613,0,astro3,cxta
0.47222389061109327,0,astro3,cxta
0.49487475410691595,0,astro3,cxta
0.4941971658183727,0,astro3,cxta
0.5059872341206356,0,astro3,cxta
0.4980373078023715,0,astro3,cxta
0.49391334001757164,0,astro3,cxta
0.4912868285742898,0,astro3,cxta
